"loss","penalty","alpha","max_iter","learning_rate","early_stopping","warm_start","accuracy"
"hinge","l2",0.001,50000,"adaptive",False,True,0.7540816326530612
"hinge","l2",0.001,50000,"adaptive",True,False,0.75
"hinge","l2",0.001,50000,"adaptive",True,True,0.7501700680272109
"hinge","l2",0.01,100,"constant",False,False,0.5236394557823129
"hinge","l2",0.01,100,"constant",False,True,0.6965986394557823
"hinge","l2",0.01,100,"constant",True,False,0.6709183673469388
"hinge","l2",0.01,100,"constant",True,True,0.6193877551020408
"hinge","l2",0.01,100,"optimal",False,False,0.547874149659864
"hinge","l2",0.01,100,"optimal",False,True,0.568452380952381
"hinge","l2",0.01,100,"optimal",True,False,0.7499149659863945
"hinge","l2",0.01,100,"optimal",True,True,0.606547619047619
"hinge","l2",0.01,100,"invscaling",False,False,0.7537414965986394
"hinge","l2",0.01,100,"invscaling",False,True,0.7375850340136054
"hinge","l2",0.01,100,"invscaling",True,False,0.729421768707483
"hinge","l2",0.01,100,"invscaling",True,True,0.7375850340136055
"hinge","l2",0.01,100,"adaptive",False,False,0.7497448979591838
"hinge","l2",0.01,100,"adaptive",False,True,0.7499149659863945
"hinge","l2",0.01,100,"adaptive",True,False,0.7257653061224489
"hinge","l2",0.01,100,"adaptive",True,True,0.7540816326530612
"hinge","l2",0.01,500,"constant",False,False,0.754421768707483
"hinge","l2",0.01,500,"constant",False,True,0.627295918367347
"hinge","l2",0.01,500,"constant",True,False,0.6211734693877551
"hinge","l2",0.01,500,"constant",True,True,0.7375
"hinge","l2",0.01,500,"optimal",False,False,0.6884353741496597
"hinge","l2",0.01,500,"optimal",False,True,0.7090986394557823
"hinge","l2",0.01,500,"optimal",True,False,0.7538265306122448
"hinge","l2",0.01,500,"optimal",True,True,0.7497448979591838
"hinge","l2",0.01,500,"invscaling",False,False,0.6110544217687075
"hinge","l2",0.01,500,"invscaling",False,True,0.7457482993197279
"hinge","l2",0.01,500,"invscaling",True,False,0.75
"hinge","l2",0.01,500,"invscaling",True,True,0.6191326530612244
"hinge","l2",0.01,500,"adaptive",False,False,0.7622448979591837
"hinge","l2",0.01,500,"adaptive",False,True,0.7581632653061224
"hinge","l2",0.01,500,"adaptive",True,False,0.7420068027210884
"hinge","l2",0.01,500,"adaptive",True,True,0.7501700680272109
"hinge","l2",0.01,1000,"constant",False,False,0.4238095238095238
"hinge","l2",0.01,1000,"constant",False,True,0.6181972789115646
"hinge","l2",0.01,1000,"constant",True,False,0.668452380952381
"hinge","l2",0.01,1000,"constant",True,True,0.5622448979591838
"hinge","l2",0.01,1000,"optimal",False,False,0.6234693877551021
"hinge","l2",0.01,1000,"optimal",False,True,0.5621598639455783
"hinge","l2",0.01,1000,"optimal",True,False,0.6235544217687076
"hinge","l2",0.01,1000,"optimal",True,True,0.7337585034013606
"hinge","l2",0.01,1000,"invscaling",False,False,0.7499149659863945
"hinge","l2",0.01,1000,"invscaling",False,True,0.7417517006802721
"hinge","l2",0.01,1000,"invscaling",True,False,0.7376700680272108
"hinge","l2",0.01,1000,"invscaling",True,True,0.7539965986394559
"hinge","l2",0.01,1000,"adaptive",False,False,0.7500850340136055
"hinge","l2",0.01,1000,"adaptive",False,True,0.7417517006802721
"hinge","l2",0.01,1000,"adaptive",True,False,0.733843537414966
"hinge","l2",0.01,1000,"adaptive",True,True,0.7373299319727891
"hinge","l2",0.01,5000,"constant",False,False,0.5989795918367348
"hinge","l2",0.01,5000,"constant",False,True,0.6377551020408163
"hinge","l2",0.01,5000,"constant",True,False,0.7585884353741496
"hinge","l2",0.01,5000,"constant",True,True,0.6541666666666667
